,id,movie_id,name
404,888.0,9011,Overseas FilmGroup
405,2811.0,9011,Neo Art & Logic
406,7405.0,9011,Dimension Films
407,429.0,16234,DC Comics
408,2785.0,16234,Warner Bros. Animation
409,158.0,2067,Spyglass Entertainment
410,3638.0,2067,The Jacobson Company
411,9195.0,2067,Touchstone Pictures
412,22103.0,2067,Red Horizon Productions
413,415.0,10385,Laurence Mark Productions
414,441.0,10385,Columbia Pictures Corporation
415,9269.0,10385,Global Entertainment Productions GmbH & Company Medien KG
416,67153.0,10385,Nora Ephron Productions
417,12.0,10383,New Line Cinema
418,14.0,51333,Miramax Films
419,694.0,51333,StudioCanal
420,718.0,51333,Arts Council of England
421,763.0,51333,Intermedia Films
422,1178.0,51333,Path? Pictures International
423,3804.0,51333,Shakespeare Film Company
424,3466.0,15999,Movic
425,4288.0,15999,Madhouse
426,1088.0,17908,Alcon Entertainment
427,6194.0,17908,Warner Bros.
428,33.0,10685,Universal Pictures
429,4.0,11004,Paramount Pictures
430,258.0,11004,Scott Rudin Productions
431,657.0,11004,Toho-Towa
432,762.0,11004,Mutual Film Company
433,3324.0,11004,British Broadcasting Corporation (BBC)
434,4650.0,11004,Marubeni
435,8877.0,11004,Curtis Hanson Productions
436,8878.0,11004,MFF Feature Film Productions
437,506.0,10613,Newmarket Capital Group
438,10565.0,10613,Good Machine
439,76.0,112,Zentropa Entertainments
440,238.0,29458,Rai Cinemafiction
441,855.0,29458,Titti Film
442,15139.0,29458,Tele+
443,29223.0,29458,Ministero per i Beni e le Attivit? Culturali (MiBAC)
444,1422.0,46119,Killer Films
445,67882.0,46119,G2 Films
446,8.0,2360,Fine Line Features
447,1094.0,2360,Homerun Productions
448,1095.0,2360,Portman Entertainment Group
449,1096.0,2360,Rich Pickings
450,1097.0,2360,Sky Pictures
451,1098.0,2360,Wave Pictures
452,43.0,10876,Fox Searchlight Pictures
453,376.0,10876,Industry Entertainment
454,8780.0,10876,Walrus & Associates
455,30257.0,10876,Hollywood Partners
456,75937.0,10876,Charenton Productions
457,1630.0,10035,Dream Entertainment
458,528.0,327,Bandai Visual Company
459,567.0,327,Office Kitano
460,6516.0,327,Tokyo FM Broadcasting Co.
461,11561.0,327,Recorded Picture Company (RPC)
462,11562.0,327,Fuzzy Bunny Films (I)
463,11563.0,327,Little Brother Inc.
464,12.0,11849,New Line Cinema
465,1885.0,11849,Silver Pictures
466,8933.0,11849,Sweetpea Entertainment
467,528.0,16990,Bandai Visual Company
468,3153.0,16990,Sunrise
469,1606.0,29015,Brillstein-Grey Entertainment
470,8068.0,29015,Mindfire Entertainment
471,1403.0,5491,Franchise Pictures
472,6194.0,5491,Warner Bros.
473,7406.0,5491,JTP Films
