,budget,id,imdb_id,original_language,original_title,release_date,revenue,runtime,vote_average,vote_count
0,0,456463,tt4569934,ja,??PR????,2015-07-22,0,81,0.0,0
0,0,373054,tt4838342,en,Tandem,2015-12-17,0,83,0.0,0
0,0,436399,tt5191308,te,????,2015-10-30,0,109,0.0,0
0,0,452182,tt5249150,en,Extraction,2015-11-03,0,7,0.0,0
0,0,453964,,ta,Pallikoodam Pogamale,2015-10-30,0,0,0.0,0
0,0,380152,,en,Becoming One,2015-10-29,0,3,0.0,0
0,0,465040,,ml,Uthara Chemmeen,2015-08-15,0,123,0.0,0
0,0,361889,tt4883766,en,The Long Distance,2015-11-02,0,91,0.0,0
0,0,460455,,en,I Decided to Leave,2015-10-14,0,4,0.0,0
0,0,363021,tt5537146,en,The Host,2015-10-15,0,60,0.0,0
0,0,457134,,en,Squirt Alert,2015-10-21,0,107,1.0,1
0,0,457984,tt3574504,en,Digital Physics,2015-10-18,0,101,0.0,0
0,0,468872,tt4440534,en,Runaway,2015-10-29,0,10,0.0,0
0,0,319971,tt4767356,en,Gary Owen: I Agree With Myself,2015-01-16,0,75,0.0,0
0,0,361654,tt4949088,bg,Jajda,2015-09-22,0,90,0.0,0
0,0,315816,tt4693548,en,Das dunkle Gen,2015-06-11,0,99,0.0,0
0,0,371683,tt4786610,te,?????? ???????,2015-06-12,0,0,0.0,0
0,0,359284,,ja,????????,2015-03-14,0,0,0.0,0
0,0,431813,,fr,Cadillac,2015-02-23,0,,0.0,0
0,0,421756,,en,A Nightmare on Elm Street: Trial by Fire,2015-11-19,0,51,0.0,0
0,0,374044,,za,Golden Earring - 50 Years Anniversary Album,2015-11-15,0,,0.0,0
0,0,413316,tt5000650,en,Riven,2015-09-25,0,9,0.0,0
0,0,371634,tt5136000,en,The Numberlys,2015-12-05,0,11,0.0,0
0,0,371015,tt4461032,en,Demning,2015-12-04,0,73,0.0,0
0,0,291389,tt2176037,en,Where I Belong,2015-01-01,0,80,0.0,0
0,0,453453,tt4134590,fr,Agafia,2015-11-29,0,,0.0,0
0,0,453445,tt4704946,fr,Le Rustre et le Juge,2015-11-29,0,,0.0,0
0,0,476167,,en,Jillian Michaels Killer Arms & Back,2015-01-01,0,90,0.0,0
0,0,331204,,en,The Linen Closet,2015-03-18,0,22,0.0,0
0,0,374791,tt3441176,en,I Was a Teenage Superhero Sidekick,2015-02-09,0,78,0.0,0
0,0,397745,,nl,Amsterdam Wildlife,2015-12-05,0,60,0.0,0
0,0,148492,,pt,Luiz Melodia - Convida ao Vivo,2015-11-17,0,,0.0,0
0,0,466051,tt5224876,pl,Git,2015-11-13,0,,0.0,0
0,0,397065,tt6106852,ml,?? ?????? ??????,2015-11-27,0,144,0.0,0
0,0,381996,,en,Alateadvuse maja,2015-10-09,0,11,0.0,0
0,0,436622,,fr,Retour vers le futur : 30 ans d'un film culte,2015-11-25,0,,0.0,0
0,0,448868,tt5106904,en,Solo,2015-11-19,0,18,0.0,0
0,0,422876,tt5125386,it,Cain,2015-11-09,0,,0.0,0
0,0,370355,,en,Transition,2015-11-28,0,60,0.0,0
0,0,328657,tt4522138,en,The Subterranean Stadium,2015-03-01,0,22,0.0,0
0,0,408103,,es,+Math,2015-10-23,0,13,0.0,0
0,0,358810,,ja,?????????????????????????,2015-03-07,0,,0.0,0
0,0,376702,,en,Adam's Passion,2015-12-05,0,94,0.0,0
0,0,431600,tt4919764,en,A Royal Family Christmas,2015-12-05,0,80,0.0,0
0,0,357986,tt4125710,en,Between Two Worlds,2015-10-19,0,99,0.0,0
0,0,442653,,fr,Montreux Comedy Festival - Eric Antoine Montreux tout,2015-12-03,0,,0.0,0
0,0,290310,tt3990720,mk,??? ???? ?? ?????????,2015-09-03,0,90,0.0,0
0,0,394386,tt4903482,en,Arven,2015-11-05,0,21,0.0,0
0,0,425088,tt5732590,it,La Milano di Bagutta,2015-09-30,0,,0.0,0
0,0,364305,tt5020174,en,Taking Flight,2015-09-18,0,6,0.0,0
0,0,364897,,ja,?????ESTIVAL VERSUS -?????????-,2015-03-26,0,30,0.0,0
0,0,378644,,hu,Dumasz?nh?z: Humorkabar? visszat?r 2,2015-12-02,0,,0.0,0
0,0,324549,,en,Beyond The Walls,2015-02-16,0,4,0.0,0
0,0,390860,,fr,L'?v?nement JMP 2008-2010,2015-11-17,0,0,0.0,0
0,0,382262,,es,Statute of Limitations,2015-02-12,0,0,0.0,0
0,0,326477,tt4488734,nl,Het cadeau,2015-02-14,0,14,0.0,0
0,0,452331,tt3342996,it,Orlando Ferito - Roland bless?,2015-12-02,0,104,0.0,0
0,0,358812,,ja,?????????,2015-10-05,0,0,0.0,0
0,0,407320,tt5464646,en,Scotland's Einstein: James Clerk Maxwell - The Man Who Changed the World,2015-12-02,0,60,0.0,0
0,0,394917,tt5030484,es,15 Faros de Puerto Rico,2015-08-12,0,71,0.0,0
0,0,367238,,en,Dayang Asu,2015-11-10,0,0,0.0,0
0,0,346244,tt4877706,id,Badoet,2015-11-12,0,90,0.0,0
0,0,374082,,en,Glory 26: Amsterdam,2015-12-04,0,0,0.0,0
0,0,400793,,en,Attention to Detail Guides the Dreamer,2015-01-24,0,4,0.0,0
0,0,325379,,en,Hyv?sti Afrikka,2015-01-26,0,84,0.0,0
0,0,405800,tt5159422,te,Sankarabharanam,2015-12-04,0,154,0.0,0
0,0,400717,tt4805726,en,Maya,2015-12-04,0,111,0.0,0
0,0,381695,tt3367282,en,The Sabbatical,2015-12-03,0,82,0.0,0
0,0,324563,tt4375690,en,A Nightmare in Las Cruces: Part 2,2015-02-10,0,0,0.0,0
0,0,430615,,en,Biohazard: The Stage,2015-10-22,0,133,0.0,0
0,0,474091,,en,Rise and Fall of the City of Mahagonny,2015-04-01,0,180,0.0,0
0,0,413625,tt4162712,es,La ventana de Nena,2015-02-24,0,40,0.0,0
0,0,388707,tt4587732,es,Atardecer,2015-04-01,0,17,0.0,0
0,0,377073,,en,BBC Earth - Pinguins Undercover,2015-12-01,0,,0.0,0
